,title,compound,content
2563,"芫花
",不可忍者,芫花根末，米醋调敷之。如不住，以帛束之。妇人产后有此，尤宜。（《袖珍》）
2564,"芫花
",诸般气痛,芫花（醋煮）半两，玄胡索（炒）一两半，为末。每服一钱。男子元脏痛，葱酒下。疟疾，乌梅汤下。妇人血气痛，当归酒下。诸气痛，香附汤下；小肠气痛，茴香汤下。（《仁存》）
2565,"芫花
",鬼胎症瘕，经候不通,芫花根三两（锉）。炒黄为末。每服一钱，桃仁煎汤调下，当利恶物而催生去胎∶芫花根剥皮，以绵裹，点麝香，套入阴穴三寸，即下。（《摄生妙用方》）
2566,"芫花
",产后恶物不下,芫花、当归等分，炒为末。调一钱服。（《保命集》）
2567,"芫花
",心痛有虫,芫花一两（醋炒），雄黄一钱，为末。每服一字，温醋汤下。（《乾坤生意》）
2568,"芫花
",牙痛难忍，诸药不效,芫花末擦之，令热痛定，以温水漱之。（《永类方》）
2569,"芫花
",白秃头疮,芫花末，猪脂和敷之。（《集效方》）
2570,"芫花
",痈肿初起,芫花末，和胶涂之。（《千金》）
2571,"芫花
",痈疖已溃,芫花根皮搓作捻，插入，则不生合，令脓易竭也。（《集简方》）
2572,"芫花
",痔疮乳核,芫根一握，洗净，入木臼捣烂，入少水绞汁，于石器中慢火煎成膏。将丝线于膏内度过，以线系痔，当微痛。候痔干落，以纸捻蘸膏纳窍内，去根，当永除根也。
2573,"芫花
",一方,只捣汁浸线一夜用。不得使水。（《经验》）
2574,"芫花
",瘰初起气壮人,用芫根擂水一盏服，大吐利，即平。黄州陈大用所传。（《濒湖集简方》）
2575,"芫花
",便毒初起,芫根擂水服，以渣敷之，得下即消。黄州熊珍所传。（《濒湖集简方》）
2576,"芫花
",赘瘤焦法,甘草煎膏，笔妆瘤之四围，上三次。乃用芫花、大戟、甘遂等分，为末，醋调。别以笔妆其中，勿近甘草。次日缩小，又以甘草膏妆小晕三次如前，仍上此药，自然焦缩。（危氏《得效方》）利为度。（危氏《得效方》）。
2577,"莽草
",头风久痛,莽草煎汤沐之，勿令入目。（《圣惠方》）
2578,"莽草
",风虫牙痛,《肘后方》∶用莽草煎汤，热漱冷吐。一加山椒师方》）；一加芫花；一加川椒、细辛各等分。煎汤热漱冷吐。《圣惠》∶用莽草半两，皂角三挺（去皮子），汉椒七粒。为末，枣肉丸芥子大。每以一丸塞孔中，吐涎取效。
2579,"莽草
",瘰结核,草一两为末鸡子白调涂帛上，贴之，日二易，取效止。（《圣惠方》）
2580,"莽草
",痈疮未溃,方同上，得痛为良。（《肘后方》）
2581,"莽草
",乳肿不消,莽草、小豆等分。为末。苦酒和，敷之。（《卫生易简》）
2582,"莽草
",狗咬昏闷,浸椒水，调莽草末敷之。（《便民图纂》）
2583,"茵芋
",产后中风,茵芋五两，木防己半斤，苦酒九升，渍一宿。猪脂四斤，煎三上三下，膏成。炙手热摩千遍。（《千金方》）
2584,"石龙芮
",结核气,堇菜日干为末，油煎成膏。摩之，日三、五度，便瘥。（孟诜《食疗》）
2585,"石龙芮
",蛇咬伤疮,生堇杵汁涂之。（《万毕术》）
2586,"石龙芮
",血疝初起,胡椒菜叶，，按揉之。（《集简方》）
2587,"菟丝子
",消渴不止,菟丝子煎汁，任意饮之，以止为度。（《事林广记》）
2588,"菟丝子
",阳气虚损,《简便方》∶用菟丝子、熟地黄等分，为末，酒糊丸梧子大。每服五十丸。气虚，人参汤下；气逆沉香汤下。《经验后方》∶用菟丝子二两（酒浸十日，水淘）、杜仲（焙研蜜炙）一两。以薯蓣末酒煮糊丸梧子大。每空心酒下五十丸。
2589,"菟丝子
",白浊遗精,茯菟丸∶治思虑太过，心肾虚损，真阳不固，渐有遗沥，小便白浊，梦寐频泄∶菟丝子五两，白茯苓三两，石莲肉二两，为末，酒糊丸梧子大。每服三五十丸，空心盐汤下。（《和剂局方》）
2590,"菟丝子
",小便淋沥,菟丝子，煮汁饮。（《范汪方》）小便赤浊，心肾不足，精少血燥，口干烦热，头晕怔仲∶菟丝子、麦门冬等分，为末，蜜丸梧子大。盐汤每下七十丸。
2591,"菟丝子
",腰膝疼痛，或顽麻无力,菟丝子（洗）一两，牛膝一两，同入银器内，酒浸过一寸，五日，曝干为末，将原酒煮糊丸梧子大。每空心酒服三、二十丸。（《经验后方》）
2592,"菟丝子
",肝伤目暗,菟丝子三两。酒浸三日，曝干为末，鸡子白和丸梧子大。空心温酒下二十丸。（《圣惠方》）
2593,"菟丝子
",身面卒肿洪大,用菟丝子一升。酒五升，渍二、三宿。每饮一升，日三服。不消再造。（《肘后方》）
2594,"菟丝子
",妇人横生,菟丝子末，酒服二钱。一加车前子等分。（《圣惠方》）
2595,"菟丝子
",眉炼癣疮,菟丝子炒研，油调敷之。（《山居四要》）
2596,"菟丝子
",谷道赤痛,菟丝子熬黄黑，为末，鸡子白和涂之。（《肘后方》）
2597,"菟丝子
",痔如虫咬,方同上。
2598,"五味子
",久咳肺胀,五味二两，粟壳（白饧炒过）半两，为末，白饧丸弹子大。每服一丸，水煎服。（《卫生家宝方》）
2599,"五味子
",久咳不止,
2600,"五味子
",丹溪方,用五味子五钱，甘草一钱半，五倍子、风化硝各二钱，为末，干噙。《摄生方》∶用五味子一两，真茶四钱。晒研为末。以甘草五钱煎膏，丸绿豆大。每服三痰嗽并喘∶五味子、白矾等分，为末。每服三钱，以生猪肺炙熟，蘸末细嚼，白汤下。汉阳库兵黄六病此，百药不效。于岳阳遇一道人传此，两服，病遂不发。（《普济方》）
2601,"五味子
",阳事不起,新五味子一斤，为末。酒服方寸匕，日三服。忌猪、鱼、蒜、醋。尽一剂，即得肾虚遗精∶北五味子一斤洗净，水浸，去核。再以水洗核，取尽余味。通置砂锅中，布滤过，入好冬蜜二斤，炭火慢熬成膏，瓶收五日，出火性。每空心服一、二茶匙，百滚汤下。（刘松石《保寿堂方肾虚白浊，及两胁并背脊穿痛∶五味子一两，炒赤为末，醋糊丸梧子大。每醋汤下三十丸。（《经验良方》）
2602,"五味子
",五更肾泄,凡人每至五更即溏泄一、二次，经年不止者，名曰肾泄，盖阴盛而然。脾恶湿，湿则濡而困，困则不能治水。水性下流，则肾水不足。用五味子以强肾水，养五脏；吴茱萸以除脾湿，则泄自止矣∶五味（去梗）二两，茱萸（汤泡七次）五钱。同炒香，为末。每日陈米饮服二钱。（许叔微《本事方》）
2603,"五味子
",女人阴冷,五味子四两为末，以口中玉泉和丸兔矢大。频纳阴中，取效。（《近效方》）
2604,"五味子
",烂弦风眼,五味子、蔓荆子煎汤，频洗之。（《谈野翁种子方》）
2605,"五味子
",赤游风丹，渐渐肿大,五味子焙研，热酒顿服一钱，自消，神效。（《保幼大全》）
2606,"复盆子
",牙疼点眼,用复盆子嫩叶捣汁，点目三、四次，有虫随眵泪出成块也。无新叶，干者煎浓汁亦可。即大麦莓也。（《摘玄方》）
2607,"复盆子
",疮溃烂,复盆叶为末。用酸浆水洗后掺之，日一次，以愈为度。（《直指方》）
2608,"悬钩子
",血崩不止,木莓根四两，酒一碗，煎七分。空心温服。（仙《乾坤生意》）治妇人崩中及下痢，日夜数十起欲死者，以此入腹即活∶悬钩根、蔷薇根、柿根、菝各一斛，锉入釜中，水淹上四、五寸，煮减三之一，去滓取汁，煎至可丸，丸梧子大。每温酒服十丸，日三服。（《千
2609,"蛇莓
",口中生疮，天行热甚者,蛇莓自然汁半升，稍稍咽之。（《伤寒类要》）
2610,"蛇莓
",伤寒下生疮,以蛇莓汁服二合，日三服。仍水渍乌梅令浓，入崖蜜饮之。（《肘后方》）
2611,"蛇莓
",水中毒病,蛇莓根捣末服之，并导下部。亦可饮汁一、二升。夏月欲入水，先以少末投中流，更无所畏。又辟
2612,"使君子
",小儿脾疳,使君子、芦荟等分，为末。米饮每服一钱。（《儒门事亲》）
2613,"使君子
",肌瘦面黄，渐成疳疾,使君子仁三钱，木鳖子仁五钱，为末，水丸龙眼大。每以一丸，用鸡子一个破顶，入药在内，饭上蒸熟，空心食之。（杨起《简便单方》）
2614,"使君子
",小儿蛔痛，口流涎沫,使君子仁为末，米饮五更调服一钱。（《全幼心鉴》）
2615,"使君子
",小儿虚肿，头面阴囊俱浮,用使君子一两，去壳，蜜五钱炙尽，为末。每食后米汤服一钱。（《简便方》）
2616,"使君子
",鼻渣面疮,使君子仁，以香油少许，浸三、五个。临卧时细嚼，香油送下，久（《普济方》）
2617,"使君子
",虫牙疼痛,使君子煎汤频漱。（《集简方》）
2618,"木鳖子
",酒疸脾黄,木鳖子磨醋，服一、二盏，见利效。（刘长春《济急方》）
2619,"木鳖子
",香港脚肿痛,木鳖子仁，每个作两边，麸炒过，切碎再炒，去油尽为度。每两入浓桂半两，为末。热酒服二钱，令醉，得汗愈。梦秘授方也。（《永类方》）四两（去皮），甘遂半两，为末。以猪腰子一个，去膜切片，用药四钱在中，湿纸包煨熟，空心米饮送下，服后便伸两脚。如大便行者，只吃白粥二三日为妙。（杨拱《医方摘要》）
2620,"木鳖子
",阴疝偏坠，痛甚者,木鳖子一个磨醋，调黄柏、芙蓉末敷之，即止。（《寿域神方》）
2621,"木鳖子
",久疟有母,木鳖子、穿山甲（炮）等分，为末。每服三钱，空心温酒下。（《医方摘要》）
2622,"木鳖子
",腹中痞块,木鳖子仁五两，用猪腰子二付，批开入在内，签定，煨熟，同捣烂，入黄连三钱末，蒸饼和丸绿豆大。每白汤下三十丸。（《医方集成》）
2623,"木鳖子
",小儿疳疾,木鳖子仁、使君子仁等分。捣泥，米饮丸芥子大。每服五分，米饮下。一日二服。（孙天仁《集效方》）
2624,"木鳖子
",疳病目蒙不见物,用木鳖子仁二钱，胡黄连一钱，为末，米糊丸龙眼大。入鸡子内蒸熟，连鸡子食之为妙。（同上）倒睫拳毛，因风入脾经，致使风痒，不住手擦，日久赤烂，拳毛入内。将木鳖子仁槌烂，以丝帛包作条，左患塞右鼻，右患塞左鼻，其毛自分上下，次服蝉蜕药为妙。（孙天仁《集效方》）
2625,"木鳖子
",肺虚久嗽,木鳖子、款冬花各一两，为末。每用三钱，焚之吸烟。良久吐涎，以茶润喉。如此五、六次，后服补肺药。
2626,"木鳖子
",一方,用木鳖子一个，雄黄一钱。（《圣济录》）小儿咸KT∶大木鳖子三、四个，磨水饮，以雪糕压下，即吐出痰。重者三服效。（《摘玄方》）
2627,"木鳖子
",水泻不止,木鳖仁五个，母丁香五个，麝香一分，研末，米汤调作膏，纳脐中贴之，外以膏痢疾禁口∶木鳖仁六个研泥，分作二分。用面烧饼一个，切作两半。只用半饼作一窍，纳药在内，乘热覆在病患脐上，一时再换半个热饼。其痢即止，遂思饮食。（邵真人《经验方》）
2628,"木鳖子
",肠风泻血,木鳖子以桑柴烧存性，候冷为末。每服一钱，煨葱白酒空心服之。名乌金散。（《普济方》）
2629,"木鳖子
",肛门痔痛,孙用和《秘宝方》∶用木鳖仁三枚，砂盆擂如泥，入百沸汤一碗，乘热先熏后洗，日用三次，仍涂少许。《濒湖集简方》∶用木鳖仁带润者，雌雄各五个，乳细作七丸，碗覆湿处，勿令干。每以一丸，唾化开，贴痔上，其痛即止，一夜一丸自消也。江夏铁佛寺蔡和尚病此，痛不可忍，有人传此而愈。用治数人皆有效。
2630,"木鳖子
",瘰经年,木鳖仁二个，去油研，以鸡子白和，入瓶内，安甑中蒸熟。食后食之，每日一服，半月效。
2631,"木鳖子
",小儿丹瘤,木鳖子仁研如泥，醋调敷之，一日三、五上，效。（《外科精义》）
2632,"木鳖子
",耳卒热肿,木鳖子仁一两，赤小豆、大黄各半两，为末。每以少许生油调涂之。（《圣惠方》）
2633,"木鳖子
",风牙肿痛,木鳖子仁磨醋搽之。（《普济方》）
2634,"番木鳖
",喉痹作痛,番木鳖、青木香、山豆根等分，为末吹之。（杨拱《医方摘要》）
2635,"番木鳖
",缠喉风肿,番木鳖仁一个，木香三分，同磨水，调熊胆三分，胆矾五分。以鸡毛扫患处取效。（唐瑶《经验方》）
2636,"番木鳖
",疮入目,苦实把豆儿（即马钱子）半个，轻粉、水花、银朱各五分，片脑、麝香、枯矾
2637,"番木鳖
",病欲去胎,苦实把豆儿研膏，纳入牝户三、四寸。（《集简方》）
2638,"马兜铃
",肺气喘急,马兜铃二两（去壳及膜），酥半两（入碗内拌匀，慢火炒干），甘草（炙）一两，为末。每服一钱，水一盏，煎六分，温呷或噙之。（《简要济众》）
2639,"马兜铃
",一切心痛，不拘大小男女,大马兜铃一个，灯上烧存性，为末。温酒服，立效。（《摘玄方》）咽中如有物，咽不下，吐不出，心下热闷∶兜铃一两，煎水服，即吐出。（崔行功《纂要方》）
2640,"马兜铃
",痔肿痛,以马兜铃于瓶中烧烟，熏病处良。（《日华本草》）
2641,"藤子
",喉痹肿痛,藤子烧研，酒服一钱。（《圣惠方》）
2642,"藤子
",五痔下血,藤子烧存性。米饮服二钱，有功。（寇氏《衍义》）
2643,"藤子
",肠风下血,华陀《中藏经》∶用藤子二个，不蛀皂荚子四十九个。烧存性为末。每服二钱，温酒下，少顷再饮酒一盏，趁口服，极效。《圣惠方》∶用藤子三枚，浓重者，湿纸七重包，煨熟去壳，取肉为末。每服一钱，食前黄汤下，日一服。
2644,"预知子
",耳卒聋闭,八、九月取石榴开一孔，留盖，入米醋满中，盖定，面裹火中煨熟取出，入少仙沼子、黑李子眉落声变∶预知子膏∶用预知子、雄黄各二两，为末。以乳香三两，同水一斗，银锅煮至五升。入二末熬成膏，瓶盛之。每服一匙，温酒调下。有虫如马尾，随大便而出。（《圣惠方》）
2645,"牵牛子
",一切积气，宿食不消,黑牵牛（头为末）四两，用萝卜剜空，安末盖定，纸入白豆蔻末一钱，捣丸梧子大。每服一、二十丸，白汤下。名顺气丸。（《普济方》）
2646,"牵牛子
",男妇五积，五般积气成聚,用黑牵牛一斤，生捣末八两，余滓以新瓦炒香，再捣取四两，炼蜜丸梧子大。至重者三、五十丸，陈橘皮、生姜煎汤，卧时服。半夜未动，再服三十丸，当下积聚之物。寻常行气，每服十丸甚妙。（《经验方》）
2647,"牵牛子
",胸膈食积,伤物汤下。（《儒门事亲》）
2648,"牵牛子
",气筑奔冲，不可忍,牛郎丸∶用黑牵牛半两（炒），槟榔二钱半。为末。每服一钱，紫苏汤下。（《普济方》）
2649,"牵牛子
",追虫取积,方同上，用酒下。亦消水肿。
2650,"牵牛子
",肾气作痛,黑、白牵牛等分，炒为末。每服三钱，用猪腰子切，缝入茴香百粒，川椒五十粒，掺牵牛末入内扎定，纸包煨熟。空心食之，酒下。取出恶物效。（杨仁斋《直指方》）
2651,"牵牛子
",伤寒结胸，心腹硬痛,用牵牛头末一钱，白糖化汤调下。（郑氏《家传方》）《简要济众方》∶用牵牛子半生半熟，为末。每服二钱，姜汤下。未通，再以茶服。
2652,"牵牛子
",一方,加大黄等分。
2653,"牵牛子
",一方,加生槟榔等分。
2654,"牵牛子
",大肠风秘结涩,牵牛子（微炒，捣头末）一两，桃仁（去皮尖，麸炒）半两。为末蜜丸梧子大。每汤服三十丸。（寇氏《衍义》）
2655,"牵牛子
",水蛊胀满,白牵牛、黑牵牛（各取头末）二钱，大麦面四两，和作烧饼，卧时烙熟食之，以茶诸水饮病，张子和云∶病水之人，如长川泛溢，非杯杓可取，必以神禹决水之法治之，故名禹功散。用黑牵牛（头末）四两，茴香一两（炒）。为末。每服一、二钱，以生姜自然汁调下，当转下气也。（《儒门事亲》）
2656,"牵牛子
",阴水阳水,黑牵牛头末三两，大黄末三两，陈米饭锅糕一两。为末。糊丸梧子大。每服五十
2657,"牵牛子
",水肿尿涩,牵牛末，每服方寸匕，以小便利为度。（《千金方》）小便不利，气急咳嗽∶黑牵牛末一两，浓朴（制）半两。为末。每服二钱，姜汤下。或临时水丸，每枣汤下三十丸。（《普济方》）牛尿一升浸一宿，平旦入葱白一握，煎十余沸。空心分二服，水从小便中出。（《圣惠方》）
2658,"牵牛子
",脾湿肿满,方见海金沙下。
2659,"牵牛子
",风毒香港脚，捻之没指者,牵牛子捣末，蜜丸小豆大。每服五丸，生姜汤下，取小便利乃止。亦可吞之。其子黑色，正如子核。（《肘后方》）
2660,"牵牛子
",小儿肿病，大小便不利,黑牵牛、白牵牛各二两，炒取头末，井华水和丸绿豆大。每服二十丸，萝卜子煎汤下。（《圣济总录》）小儿腹胀，水气流肿，膀胱实热，小便赤涩∶牵牛（生研）一钱，青皮汤空心下。一加木香减半，丸服。（《郑氏小儿方》）
2661,"牵牛子
",疳气浮肿，常服自消,黑牵牛、白牵牛（各半生半炒，取末）、陈皮、青皮等分，为末，糊丸绿豆大。每服，三岁儿服二十丸，米汤下。（《郑氏小儿方》）疳气耳聋，疳气攻肾，耳聋阴肿∶牵牛末一钱，猪腰子半个，去膜薄切，掺入内，加少盐，湿纸包煨。空心服。（《郑氏方》）
2662,"牵牛子
",小儿雀目,牵牛子末，每以一钱用羊肝一片，同面作角子二个，炙熟食，米饮下。（《普济方》）
2663,"牵牛子
",风热赤眼,白牵牛末，以葱白煮研丸绿豆大。每服五丸，葱汤下。服讫睡半时。（《卫生家宝方》）
2664,"牵牛子
",面上风刺,黑牵牛酒浸三宿，为末。先以姜汁擦面，后用药涂之。（《摘玄方》）
2665,"牵牛子
",面上粉刺,子如米粉。黑牵牛末对入面脂药中，日日洗之。（《圣惠方》）
2666,"牵牛子
",面上雀斑,黑牵牛末，鸡子清调，夜敷日洗。（《摘玄方》）马脾风病，小儿急惊，肺胀喘满，胸高气急，肾缩鼻张，闷乱咳嗽，烦渴，痰潮声嗄，俗名马脾风，不急治，死在旦夕∶白牵牛（半生半炒）、黑牵牛（半生半炒）、大黄（煨）、槟榔，各取末一钱。每用五分，蜜汤调下。痰盛加轻粉一字。名牛黄夺命散。（
2667,"牵牛子
",小儿夜啼,黑牵牛末一钱。水调，敷脐上，即止。（《生生编》）
2668,"牵牛子
",临月滑胎,牵牛子一两，赤土少许，研末。觉胎转痛时，白榆皮煎汤下一钱。（王衮《博济方》）
2669,"牵牛子
",小便血淋,牵牛子二两（半生半炒）。为末。每服二钱，姜汤下。良久，热茶服之。（《经验良方》）
2670,"牵牛子
",肠风泻血,牵牛五两，牙皂三两，水浸三日，去皂，以酒一升煮干，焙研末，蜜丸梧子大。每服七丸，空心酒下，日三服。下出黄物，不妨。病减后，日服五丸，米饮下。（《本事方》）
2671,"牵牛子
",痔漏有虫,黑、白牵牛各一两。炒为末，以猪肉四两，切碎炒熟，蘸末食尽，以白米饭三匙压之。取下白虫为效。
2672,"牵牛子
",又方,白牵牛（头末）四两，没药一钱，为细末。欲服药时，先日勿夜饭。次早空心，将猪肉四两炙切片，蘸末细细嚼食。取下脓血为效。量人加减用。忌酒色油腻三日。（《儒门事漏疮水溢，乃肾虚也∶牵牛末二钱半，入切开猪肾中，竹叶包定煨熟。空心食，温酒送下。借肾入肾，一纵一横，两得其便。恶水既泄，不复淋沥。（《直指方》）一切痈疽发背，无名肿毒，年少气壮者∶用黑、白牵牛各一合，布包捶碎，以好醋一碗，熬至八分，露一夜，次日五更温服。以大便出脓血为妙。名济世散。（《张三丰仙方》）
2673,"牵牛子
",湿热头痛,黑牵牛七粒，砂仁一粒，研末，井华水调汁，仰灌鼻中，待涎出即愈。（《圣济录》）
2674,"牵牛子
",气滞腰痛,牵牛不拘多少，以新瓦一两，入硫黄末二钱半，同研匀，分作三分。每分用白面三匙，水和KT开，切作棋子。五更初以水一盏煮熟，连汤温下，痛即已。未住，隔日再作。予常有此疾，每发一服，痛即止。（许学士《本事方》）
2675,"旋花
",被斫断筋,旋根捣汁，沥疮中，仍以滓敷之，日三易。半月即断筋便续。此方出苏景中家獠奴，用效。（王焘《外台秘要》）
2676,"旋花
",秘精益髓,太乙金锁丹∶用五色龙骨五两，复盆子五两，莲花蕊四两（未开者，阴干），鼓子花三两（五月五日采之），鸡头子仁一百颗。并为末。以金樱子二百枚，去毛，木水七升，煎浓汁一升，去渣。和药，杵二千下，丸梧子大。每空心温盐酒下三十丸。服之至百日，永不泄。如要泄，以冷水调车前末半合服之。忌葵菜。（萨谦斋《瑞竹堂方》）
2677,"紫葳
",妇人血崩,凌霄花为末。每酒服二钱，后服四物汤。（《丹溪纂要》）
2678,"紫葳
",粪后下血,凌霄花浸酒频饮之。（《普济方》）
2679,"紫葳
",消渴饮水,凌霄花一两，捣碎，水一盏半，煎一盏，分二服。（《圣济录》）日内，小儿无故口青不饮乳∶用凌霄花、大蓝叶、芒硝、大黄等分，为末，以羊髓和丸梧子大。每研一丸，以乳送下，便可吃乳。热者可服，寒者勿服。昔有人休官后云游湖湘，修合此方，救危甚多。（《普济方》）
2680,"紫葳
",久近风痫,凌霄花或根叶为末。每服三钱，温酒下。服毕，解发不住手梳，口噙冷水，温则通身风痒∶凌霄花为末，酒服一钱。（《医学正传》）
2681,"紫葳
",大风疠疾,《洁古家珍》∶用凌霄花五钱，地龙（焙）、僵蚕（炒）、全蝎（炒）各七个，为末。每服二钱，温酒下。先以药汤浴过，服此出臭汗为效。《儒门事亲》∶加蝉蜕。五品各九个，作一服。
2682,"紫葳
",鼻上酒渣,王《百一选方》∶用凌霄花、山栀子等分，为末。每茶服二数日除根。临川曾子仁用之有效。《杨氏家藏方》∶用凌霄花半两，硫黄一两，胡桃四个，腻粉一钱，研膏，生绢包揩。
2683,"紫葳
",发歇不定，田野名悲羊疮,用凌霄花并叶煎汤，日日洗之。（杨仁斋《直指方》）。
2684,"紫葳
",妇人阴疮,紫葳为末，用鲤鱼脑或胆调搽。（《摘玄方》）
2685,"紫葳
",耳卒聋闭,凌霄叶。杵取自然汁，滴之。（《斗门方》）
2686,"紫葳
",女经不行,凌霄花为末。每服二钱，食前温酒下。（《徐氏胎产方》）
2687,"营实、墙蘼
",眼热昏暗,营实、枸杞子、地肤子各二两，为末。每服三钱，温酒下。（《圣惠方》）
2688,"月季花
",瘰未破,用月季花头二钱，沉香五钱，芫花（炒）三钱，碎锉，入大鲫鱼腹中，就以鱼肠封固，酒、水各一盏，煮熟食之，即愈。鱼须安粪水内游死者方效。此是家传方，活人多矣。
2689,"栝蒌
",痰咳不止,栝蒌仁一两，文蛤七分，为末，以姜汁澄浓脚，丸弹子大。噙之。（《摘玄方》）
2690,"栝蒌
",干咳无痰,熟栝蒌捣烂绞汁，入蜜等分，加白矾一钱，熬膏。频含咽汁。（杨起《简便方》）
2691,"栝蒌
",咳嗽有痰,熟栝蒌十个，明矾二两，捣和饼阴干，研末，糊丸梧子大。每姜汤下五、七十丸。（《医方摘要》）
2692,"栝蒌
",痰喘气急,KT二个，明矾一枣大。同烧存性，研末。以熟萝卜蘸食，药尽病除。（《普济热咳不止∶用浓茶汤一钟，蜜一钟，大熟栝蒌一个去皮，将瓤入茶蜜汤洗去子，以碗盛，于饭上蒸，至饭熟取出。时时挑三四匙咽之。（《摘玄方》）
2693,"栝蒌
",肺热痰咳，胸膈塞满,用栝蒌仁、半夏（汤泡七次，焙研）各一两。姜汁打面糊丸梧子大。每服五十丸，食后姜汤下。（严用和《济生方》）
2694,"栝蒌
",肺痿咳血不止,用栝蒌五十个（连瓤瓦焙），乌梅肉五十个（焙），杏仁（去皮尖炒）二十一个，为末。每用一捻，以猪肺一片切薄，掺末入内炙熟，冷嚼咽之，日二服。（《圣济录》）
2695,"栝蒌
",酒痰咳嗽，用此救肺,栝蒌仁、青黛等分，研末，姜汁蜜丸芡子大。每噙一丸。（《丹溪心法》）
2696,"栝蒌
",饮酒发热,即上方研膏，日食数匙。一男子年二十病此，服之而愈。（《摘玄方》）饮酒痰，两胁胀满，时复呕吐，腹中如水声∶栝蒌实（去壳，焙）一两，神曲（炒）半两，为小儿痰喘，咳嗽，膈热久不瘥∶瓜蒌实一枚（去子）。为末，以寒食面和作饼子，炙黄再研末。每服一钱，温水化下，日三服，效乃止。妇人夜热痰嗽，月经不调，形瘦者∶用栝蒌仁一两，青黛、香附（童尿浸晒）一两五钱，为末。蜜调，噙化之。（《丹溪心法》）胸痹痰嗽，胸痛彻背，心腹痞满，气不得通，及治痰嗽∶大栝蒌去瓤，取子炒熟，和壳研末，面糊丸梧子大。每米饮下二、三十丸，日二服。（《杜壬方》）胸中痹痛引背，喘息咳唾，短气，寸脉沉迟，关上紧数。用大栝蒌实一枚（切），薤白半斤。以白酒七斤，煮二升，分再服。加半夏四两更善。（仲景《金匮》方）
2697,"栝蒌
",清痰利膈，治咳嗽,用肥大栝蒌（洗取子，切焙）、半夏四十九个（汤洗十次，捶焙）等分。为末，用洗栝蒌水并瓤同熬成膏，和丸中风斜∶用栝蒌绞汁，和大麦面作饼，炙热熨之。正便止，勿令太过。（《圣惠方》）
2698,"栝蒌
",热病头痛，发热进退,用大栝蒌一枚，取瓤细锉，置瓷碗中。用热汤一盏沃之，盖定良久，去滓服。（《圣惠方》）时疾发黄，狂闷烦热，不识人者∶大栝蒌实（黄者）一枚，以新汲水九合浸淘取汁，入蜜半合，朴硝八分，合搅令消尽，分再服，便瘥。（苏颂《图经本草》）
2699,"栝蒌
",小儿黄胆，眼黄脾热,用青栝蒌焙研。每服一钱，水半盏，煎七分，卧时服。五更泻下黄物，立可。名逐黄散。（《普济方》）
2700,"栝蒌
",酒黄胆疾,方同上。
2701,"栝蒌
",小便不通腹胀,用栝蒌焙研。每服二钱，热酒下。频服，以通为度。
2702,"栝蒌
",绍兴刘驻云,魏明州病此，御医用此方治之，得效。（《圣惠方》）
2703,"栝蒌
",消渴烦乱,黄栝蒌一个，酒一盏，洗去皮子，取瓤煎成膏，入白矾末一两，丸梧子大。每米饮下十丸。（《圣惠方》）
2704,"栝蒌
",燥渴肠秘,九月、十月熟KT实，取瓤拌干葛粉，银石器中慢火炒熟，为末。食后、夜卧各以沸汤点服二钱。（寇宗《衍义》）
2705,"栝蒌
",吐血不止,栝蒌（泥固存性研）三钱，糯米饮服，日再服。（《圣济录》）
2706,"栝蒌
",肠风下血,栝蒌一个（烧灰），赤小豆半两，为末。每空心酒服一钱。（《普济方久痢五色∶大熟蒌一个。存性，出火毒，为末。作一服，温酒服之。胡大卿一仆，患痢半年，杭州一道人传此而愈。（《本事方》）
2707,"栝蒌
",大肠脱肛,生栝蒌捣汁，温服之。以猪肉汁洗手，之令暖，自小儿脱肛，唇白齿焦，久则两颊光，眉赤唇焦，啼哭∶黄蒌一个，入白矾五钱在内，固济存性，为末，糊丸梧子大。每米饮下二十丸。（《摘玄方》）
2708,"栝蒌
",牙齿疼痛,蒌皮、露蜂房烧灰擦牙。以乌根、荆柴根、葱根煎汤嗽之。（危氏《得效方》）
2709,"栝蒌
",咽喉肿痛，语声不出,经进方用栝蒌皮、白僵蚕（炒）、甘草（炒）各二钱半，为末。每服三钱半，姜汤下。或以绵裹半钱，含咽。一日二服。名发声散。（《御药院方》）
2710,"栝蒌
",坚齿乌须,大栝蒌一个（开顶），入青盐二两，杏仁（去皮尖）三七粒，原顶合扎定，蚯蚓泥和盐固济，炭火存性，研末。每日揩牙三次，令热，百日有验。如先有白须，拔去以药投之，即生黑者。其治口齿之功，未易具陈。（《普济方》）
2711,"栝蒌
",面黑令白,栝蒌瓤三两，杏仁一两，猪胰一具。同研如膏。每夜涂之，令人光润，冬月不皴。（《圣济录》）
2712,"栝蒌
",胞衣不下,栝蒌实一个，取子细研，以酒与童子小便各半盏，煎七分，温服。无实，用根亦可。（陈良甫《妇人良方》）
2713,"栝蒌
",乳汁不下,蒌子淘洗，控干炒香，瓦上拓令白色，为末。酒服一钱匕，合面卧，一夜流出。（
2714,"栝蒌
",乳痈初发,大熟栝蒌一枚熟捣，以白酒一斗，煮取四升，去滓，温服一升，日三服。（《子母秘录》）
2715,"栝蒌
",诸痈发背，初起微赤,栝蒌捣末，井华水服方寸匕。（《梅师方》）
2716,"栝蒌
",便毒初发,黄蒌一个，黄连五钱，水煎。连服效。（李仲南《永类方》）
