,title,compound,content,medicines
3490,莱菔,久嗽痰喘,萝卜子（炒）、杏仁（去皮尖炒）等分。蒸饼丸麻子大。每服三、五丸，时时津咽。（《医学集成》）。,蒸饼、莱菔
3491,莱菔,高年气喘,萝卜子炒，研末，蜜丸梧子大。每服五十丸，白汤下。（《济生秘览》）。,莱菔
3492,莱菔,宣吐风痰,《胜金方》∶用萝卜子末，温水调服三钱。良久吐出涎沫。如是摊痪风者，以此吐后用紧疏药，疏后服和气散取瘥。,莱菔
3493,莱菔,丹溪吐法,用萝卜子半升擂细，浆水一碗滤取汁，入香油及蜜些须，温服。后以桐油浸过晒干鹅翎探吐。,浆水、莱菔
3494,莱菔,中风口禁,萝卜子、牙皂荚各二钱，以水煎服，取吐。（丹溪方）。,皂荚、莱菔
3495,莱菔,小儿风寒,萝卜子（生研末）一钱，温葱酒服之，取微汗大效。（《卫生易简方》）。,莱菔
3496,莱菔,风秘气秘,萝卜子（炒）一合擂水，和皂荚末二钱服，立通。（《寿域神方》）,皂荚、莱菔
3497,莱菔,气胀气蛊,莱菔子研，以水滤汁，浸缩砂一两一夜，炒干又浸又炒，凡七次，为末。每米饮服一钱，如神。（《朱氏集验方》）。,莱菔
3498,莱菔,小儿盘肠气痛,用萝卜子炒黄研末，乳香汤服半钱。（杨仁斋《直指方》）。,莱菔
3499,莱菔,年久头风,莱菔子、生姜等分，捣取汁，入麝香少许，搐入鼻中，立止。（《普济方》）。,生姜、莱菔
3500,莱菔,牙齿疼痛,萝卜子十四粒生研，以人乳和之。左疼点右鼻，右疼点左鼻。,莱菔
3501,莱菔,疮疹不出,萝卜子生研末，米饮服二钱，良。（《卫生易简方》）,莱菔
3502,生姜,痰卒风,生姜二两，附子（生用）一两，水五升，煮取二升，分再服。忌猪肉、冷水。（《千金》）。,附子、生姜
3503,生姜,胃虚风热不能食,用姜汁半杯，生地黄汁少许，蜜一匙，水二合，和服之。（《食疗本草》）。疟疾寒热，脾胃聚痰，发为寒热∶生姜四两，捣自然汁一酒杯，露一夜。于发日五更面北立，饮即止。未止再服。（《易简》）。,生姜、生地黄
3504,生姜,寒热痰嗽初起者,烧姜一块，含咽之。（《本草衍义》）。,生姜
3505,生姜,咳嗽不止,生姜五两，饧半升。微火煎熟，食尽愈。段侍御用之有效。（孟诜《必效方》）,生姜
3506,生姜,久患咳噫,生姜汁半合，蜜一匙，煎熟，温呷三服愈。（《外台秘要方》）。,生姜
3507,生姜,小儿咳嗽,生姜四两，煎汤浴之。（《千金方》）。,生姜
3508,生姜,暴逆气上,嚼姜两、三片，屡效。（寇氏《衍义》）。,生姜
3509,生姜,干呕厥逆,频嚼生姜，呕家圣药也。（《千金》）。,生姜
3510,生姜,呕吐不止,生姜一两，醋浆七合。银器中煎取四合，连滓呷之。又杀腹内长虫。（《食医心镜》）。,生姜
3511,生姜,心痞呕哕，心下痞坚,生姜八两（水三升，煮一升）。半夏五合（洗）（水五升，煮一升）。二味同煮一升半，分再服。（《千金》）。反胃羸弱《兵部手集》∶用母姜二斤。捣汁作粥食。《传信适用方》∶用生姜切片，麻油煎过为末，软柿蘸末嚼咽。,生姜、半夏
3512,生姜,霍乱欲死,生姜五两，牛儿屎一升。水四升，煎二升，分再服，即止。（《梅师方》）。,生姜
3513,生姜,霍乱转筋，入腹欲死,生姜三两捣，酒一升，煮三、两沸服。仍以姜捣贴痛处。（《外台秘要》）。,生姜
3514,生姜,霍乱腹胀，不得吐下,用生姜一斤，水七升，煮二升，分三服。（《肘后方》）。,生姜
3515,生姜,腹中胀满，不能服药,绵裹煨姜，纳下部。冷即易之。（《梅师》）。胸胁满痛，凡心胸胁下有邪气结实，硬痛胀满者∶生姜一斤，捣渣留汁，慢炒待润，以绢包于患处，款款熨之。冷再以汁炒再熨，良久豁然宽快也。（陶华《伤寒槌法》）。,生姜
3516,生姜,大便不通,生姜，削如小脂，长二寸，涂盐纳下部，立通。（《外台》）。,生姜
3517,生姜,冷痢不止,生姜煨研为末，共干姜末等分，以醋和面作馄饨，先以水煮，又以清饮煮过，停冷，吞二七枚，以粥送下，日一度。（《食疗》）。,生姜、干姜
3518,生姜,消渴饮水,干生姜末一两，以鲫鱼胆汁和，丸梧子大。每服七丸，米饮下。（《圣惠》）。,鲫鱼、生姜
3519,生姜,湿热发黄,生姜，时时周身擦之，其黄自退也。,生姜
3520,生姜,一方,加茵陈蒿，尤妙。（《伤寒槌法》）。,生姜、茵陈蒿
3521,生姜,暴赤眼肿,宗曰∶用古铜钱刮姜取汁，于钱唇点之，泪出。今日点，明日愈，勿疑。一治暴风客热，目赤睛痛肿者。腊月取生姜捣绞汁，阴干取粉，入铜青末等分。每以少许沸汤泡，澄清温洗，泪出妙。舌上生胎，诸病舌胎，以布染井水抹，后用姜片时时擦之，自去。（陶华方）。,生姜、铜青
3522,生姜,满口烂疮,生姜自然汁，频频漱吐。亦可为末擦之，甚效。,生姜
3523,生姜,牙齿疼痛,老生姜瓦焙，入枯矾末同擦之。有人日夜呻吟，用之即愈。（《普济方》）。,生姜
3524,生姜,喉痹毒瓦斯,生姜二斤捣汁，蜜五合，煎匀。每服一合，日五服。（《千金》）。食鸠中毒、食竹鸡毒、食鹧鸪毒∶方并见禽部本条。中莴苣毒、中诸药毒、,生姜、鹧鸪、莴苣
3525,生姜,犬伤人,并饮生姜汁即解。（《短剧》）。,生姜
3526,生姜,虎伤人疮,内服生姜汁。外以汁洗之，用白矾末敷上。（《秘览》）。,生姜
3527,生姜,蝮蛇螫人,姜末敷之，干即易。（《千金》）。,生姜
3528,生姜,蜘蛛咬人,炮姜切片贴之，良。（《千金》）。,生姜
3529,生姜,刀斧金疮,生姜嚼敷，勿动。次日即生肉，甚妙。（《扶寿方》）。,生姜
3530,生姜,闪拗手足,生姜、葱白捣烂，和面炒热，之。,生姜
3531,生姜,跌扑伤损,姜汁和酒，调生面贴之。,生姜
3532,生姜,百虫入耳,姜汁少许滴之。,生姜
3533,生姜,腋下狐臭,姜汁频涂，绝根。（《经验方》）。,生姜
3534,生姜,赤白癜风,生姜频擦之，良。（并《易简》）。,生姜
3535,生姜,两耳冻疮,生姜自然汁，熬膏涂。（《暇日记》）。,生姜
3536,生姜,发背初起,生姜一块，炭火炙一层，刮一层，为末，以猪胆汁调涂。（《海上方》）。,生姜、炭火
3537,生姜,疔疮肿毒,方见白芷下。,生姜
3538,生姜,诸疮痔漏，久不结痂,用生姜连皮切大片，涂白矾末，炙焦研细，贴之勿动，良。（《普济》）。,生姜
3539,生姜,产后血滞，冲心不下,生姜五两，水八升，煮三升，分三服。（杨氏《产乳》）。,生姜
3540,生姜,产后肉线,一妇产后用力，垂出肉线长三、四尺，触之痛引心腹欲绝。一道人令买老姜连皮三斤，捣烂，入麻油二斤拌匀炒干。先以熟绢五尺，折作方结。令人轻轻盛起肉线，使之屈曲作三团，纳入产户。乃以绢袋盛姜，就近熏之，冷则更换。熏一日夜缩入大半，二日尽入也。云此乃魏夫人秘传怪病方也。但不可使线断，断则不可治之矣。,生姜
3541,生姜,脉溢怪症,有人毛窍节次血出不止，皮胀如鼓，须臾目、鼻、口被气胀合，此名脉溢。生姜自然汁和水各半盏服，即安。（夏子益《奇疾方》）。,生姜
3542,干姜,头晕吐逆，胃冷生痰也,用川干姜（炮）二钱半，甘草（炒）一钱二分。水一钟半，煎减半服。累用有效。（《传信适用方》）。,干姜、甘草
3543,干姜,心脾冷痛，暖胃消痰,二姜丸∶用干姜、高良姜等分。炮研末，糊丸梧子大。每食后，猪皮汤下三十丸。（《和剂局方》）。,干姜
3544,干姜,心气卒痛,干姜末，米饮服一钱。（《外台秘要》）。阴阳易病伤寒后，妇人得病虽瘥，未满百日，不可与男合。为病拘急，手足拳，腹痛欲死，丈夫名阴易，妇人名阳易，速宜汗之即愈。,干姜
3545,干姜,满四日，不可治也,用干姜四两，为末。每用半两，白汤调服。覆衣被出汗后，手足伸即愈。（《伤寒类要》方）。,干姜
3546,干姜,中寒水泻,干姜炮研末，粥饮服二钱，即效。（《千金方》）。,干姜
3547,干姜,寒痢青色,干姜切大豆大。每米饮服六、七枚，日三夜一。累用得效。（《肘后方》）。,大豆、干姜
3548,干姜,血痢不止,干姜烧黑存性，放冷为末。每服一钱，米饮下，神妙。（姚氏《集验》）。脾寒疟疾《外台》∶用干姜、高良姜等分，为末。每服一钱，水一盏，煎至七分服。又∶干姜炒黑为末，临发时以温酒服三钱匕。（王氏《博济方》）。,干姜
3549,干姜,冷气咳嗽结胀者,干姜末，热酒调服半钱。或饧糖丸噙。（姚僧坦方）。,干姜
3550,干姜,咳嗽上气,用合州干姜（炮）、皂荚（炮，去皮、子及蛀者）、桂心（紫色者，去皮，并捣筛）等分。炼白蜜和捣一二千杵，丸梧子大。每饮服三丸，嗽发即服，日三、五服。禁食葱、面、油腻。其效如神。禹锡在淮南与李亚同幕府，李每治人而不出方，或诮其吝。,皂荚、干姜
3551,干姜,李曰,凡人患嗽，多进冷药。若见此方用药热燥，必不肯服，故但出药即多效也。试之信然。（刘禹锡《传信方》）。,干姜
3552,干姜,虚劳不眠,干姜为末，汤服三钱，取微汗出。（《千金方》）。,干姜
3553,干姜,吐血不止,干姜为末，童子小便调服一钱，良。,干姜
3554,干姜,鼻衄不止,干姜削尖，煨，塞鼻中即止。（《广利方》）。,干姜
3555,干姜,鼻不通,干姜末，蜜调塞鼻中。（《千金方》）。,干姜
3556,干姜,冷泪目昏,干姜粉一字（炮），汤点洗之。（《圣济录》）。,干姜
3557,干姜,赤眼涩痛,白姜末，水调贴足心，甚妙。（《普济方》）。,干姜
3558,干姜,目忽不见,令人嚼母姜，以舌日舐六、七次，以明为度。（《圣济方》）。,干姜
3559,干姜,目中卒痛,干姜削圆滑，内中，有汁出拭之。味尽更易。（《千金》）。,干姜
3560,干姜,牙痛不止,川姜（炮）、川椒等分为末。掺之。（《御药院方》）。斑豆厥逆，斑豆服凉药多，手足厥冷，脉微。用干姜（炮）二钱半，粉甘草（炙）一钱半。水二钟，煎一钟服。（庞安常《伤寒论》）。,干姜、甘草
3561,干姜,痈疽初起,干姜一两，炒紫研末，醋调敷四围，留头，自愈。此乃东昌申一斋奇方也。（《诸症辨疑》）。,干姜
3562,干姜,瘰不敛,干姜为末，姜汁打糊和作剂，以黄丹为衣。每日随疮大小，入药在内，追脓尽，生肉口合为度。如不合，以葱白汁调大黄末擦之，即愈。（《救急方》）。,干姜、大黄
3563,干姜,虎野狼伤人,干姜末敷之。（《肘后》）,干姜
3564,干姜,犬伤人,干姜末，水服二匕（生姜汁服亦良），并以姜炙热熨之。,干姜
3565,干姜,蛇蝎螫人,干姜、雄黄等分为末，袋盛佩之，蛇闻药气逆避人遇螫即以敷之，便定。（《广利方》）,干姜、雄黄
3566,胡荽,疹痘不快,用胡荽二两（切），以酒二大盏煎沸沃之，以物盖定，勿令泄气。候冷去滓，微微含喷，从项背至足令遍。勿头面。（《经验后方》）。,胡荽
3567,胡荽,热气结滞，经年数发者,胡荽半斤，五月五日采，阴干，水七升，煮取一升半，去滓分服。未瘥更服。春夏叶、秋冬根茎并可用。（《必效方》）。,胡荽
3568,胡荽,孩子赤丹,胡荽汁涂之。（谭氏方）。,胡荽
3569,胡荽,面上黑子,荽煎汤，日日洗之。（《小说》）。,胡荽
3570,胡荽,产后无乳,干胡荽，煎汤饮之效。（《经验方》）。,胡荽
3571,胡荽,小便不通,胡荽二两，葵根一握。水二升，煎一升，入滑石末一两，分三、四服。（《圣济总录》）。,胡荽、滑石
3572,胡荽,肛门脱出,胡荽切一升，烧烟熏之，即入。（《子母秘录》）。,胡荽
3573,胡荽,解中蛊毒,胡荽根捣汁半升，和酒服，立下神验。（《必效方》）。,胡荽
3574,胡荽,蛇虺螫伤,胡荽苗、合口椒等分，捣涂之。（《千金方》）。,胡荽
3575,水,小儿吐泻,芹菜切细，煮汁饮之，不拘多少。（《子母秘录》）。,水
3576,水,小便淋痛,水芹菜白根者，去叶捣汁，井水和服。（《圣惠方》）。,水
3577,水,小便出血,水芹捣汁，日服六、七合。（《圣惠方》）,水
3578,堇,结核气,堇菜，晒干为末，油煎成膏。摩之，日三、五度，便瘥。（孟诜《食疗》）,堇
3579,堇,湿热气,旱芹菜晒干为末，糊丸梧子大。每服四十丸，空心温酒下。大杀百虫毒。（《寿域神方》）。,堇
3580,堇,蛇咬疮,生杵堇汁涂之。（《万毕术》）,堇
3581,紫堇,不瘥者,春间收紫堇花二斤，曝干为散，加磁毛末七两，相和研细。涂肛上纳入，即使人冷水于面上，即吸入肠中。每日一涂药面，不过六、七度即瘥矣。又以热酒半升，和散一方寸匕，空腹服之，日再服。渐加至二方寸匕，以瘥为度。若五岁以下小儿，即以半杏子许，和酒服之。忌生冷、陈仓米等物。（《天宝单方》）,紫堇
3582,马蕲,慢脾惊风,马芹子、丁香、白僵蚕等分，为末。每服一钱，炙橘皮煎汤下。名醒脾散。（《普济方》）,丁香、马蕲
3583,香,开胃进食,茴香二两，生姜四两，同捣匀，入净器内，湿纸盖一宿。次以银石器中，文武火炒黄焦为末，酒糊丸梧子大。每服十丸至二十五丸，温酒下。（《经验后方》）。,香、生姜
3584,香,瘴疟发热，连背项者,茴香子，捣汁服之。（孙真人方）。,香
3585,香,大小便闭，鼓胀气促,八角茴香七个，大麻仁半两。为末。生葱白三七根，同研煎汤，调五苓散末服之，日一服。（《普济》）。,香、三七、大麻
3586,香,小便频数,茴香不以多少，淘净，入盐少许，炒研为末，炙糯米糕蘸食之。,香
3587,香,伤寒脱阳，小便不通,用茴香末，以生姜自然汁调敷腹上。外用茴香末，入益元散服之。（《摘玄方》）。,香、生姜
3588,香,肾消饮水，小便如膏油,用茴香（炒）、苦楝子（炒）等分为末。每食前酒服二钱。（《保命集》）。,香
3589,香,肾邪冷气，力弱者,用大茴香六两，分作三分；用生附子一个去皮，分作三分。,香、附子
3590,香,第一度,用附子一分，茴香一分，同炒黄，出火毒一夜，去附子，研茴香为末，空心盐酒下一钱。,香、附子
3591,香,第二度,用二味各一分，同炒存性，出火毒，以附子去一半，留一半，同茴香为末，如前服。,香、附子
3592,香,第三度,各一分，同炒存性，出火毒，全研为末，如前服之。（《朱氏集验方》）。,香
3593,香,肾虚腰痛,茴香炒研，以猪腰子批开，掺末入内，湿纸裹煨熟。空心食之，盐酒送下。（戴原礼《要诀》）。腰痛如刺《简便方》∶用八角茴香炒研，每服二钱，食前盐汤下。外以糯米一、二升，炒热袋盛，拴于痛处。《活人心统》,香、猪腰子
3594,香,思仙散,用八角茴香、杜仲各（炒研）三钱，木香一钱，水一钟，酒半钟，煎服。,香、杜仲
3595,香,腰重刺胀,八角茴香炒为末，食前酒服二钱。（《直指方》）。,香
3596,香,疝气入肾,茴香炒作二包，更换熨之。（《简便方》）。小肠气坠《直指》∶用八角茴香、小茴香各三钱，乳香少许，水服取汗。孙氏《集效方》∶治小肠疝气，痛不可忍。用大茴香、荔枝核（炒黑）各等分。研末。每服一钱，温酒调下。《濒湖集简方》∶用大茴香一两，花椒五钱。炒研。每酒服一钱。膀胱疝痛《本事方》∶用舶茴香、杏仁各一两，葱白（焙干）五钱，为末。每酒服二钱，嚼胡桃送下。《集要》∶治疝气膀胱小肠痛。用茴香（盐炒）、晚蚕砂（盐炒）等分。为末，炼蜜丸弹子大。每服一丸，温酒嚼下。,香、胡桃、荔枝
3597,香,疝气偏坠,大茴香末一两，小茴香末一两，用牙猪尿胞一个，连尿入二末于内系定，罐内以酒煮烂，连胞捣丸如梧子大。每服五十丸，白汤下。仙方也。（邓才笔峰《杂兴》）。,香
3598,香,胁下刺痛,小茴香一两（炒），枳壳五钱（麸炒）。为末。每服二钱，盐酒调服，神效。（《袖珍方》）。,香
3599,香,辟除口臭,茴香，煮羹及生食，并得。（昝殷《食医心镜》）。,香
3600,香,蛇咬久溃,小茴香捣末，敷之。（《千金》）。,香
3601,莳萝,闪挫腰痛,莳萝作末，酒服二钱匕。（《永类钤方》）。,莳萝
3602,莳萝,牙齿疼痛,舶上莳萝、芸苔子、白芥子等分。研末。口中含水，随左右鼻，神效。（《圣惠方》）,芸苔、白芥、莳萝
3603,罗勒,目昏浮翳,兰香子每用七个，睡时水煎服之，久久有效也。（《海上名方》）。,罗勒
3604,罗勒,走马牙疳,小儿食肥甘，肾受虚热，口作臭息，次第齿黑，名曰崩砂；渐至龈烂，名曰溃槽；又或血出，名曰宣露；重则齿落，名曰腐根。用兰香子末、轻粉各一钱，密陀僧（醋淬，研末）半两，和匀。每以少许敷齿及龈上，立效。内服甘露饮。（《活幼口议》）,甘露、密陀僧、罗勒
3605,菠,消渴引饮，日至一石者,菠根、鸡内金等分，为末。米饮服一钱，日三。（《经验方》）,菠
3606,菜,痔下血,子、芸苔子、荆芥子、芫荽子、莴苣子、蔓荆子、萝卜子、葱子等分，以大鲫鱼一个去鳞、肠，装药在内，缝合，入银、石器内，上下用火炼熟，放冷为末。每服二钱，米饮下，日二服。,鲫鱼、菜、蔓荆、芸苔、莴苣
3607,菥,眼目热痛，泪出不止,菥子，捣筛为末。卧时铜簪点少许入目，当有热泪及恶物出，甚佳。,菥
3608,菥,眼中肉,方同上，夜夜点之。（崔元亮《海上方》）,菥
3609,繁缕,食治乌髭,繁缕为齑，久久食之，能乌髭发。（《圣惠方》）。,繁缕
3610,繁缕,小便卒淋,繁缕草满两手，水煮，常常饮之。（《范汪东阳方》）。,繁缕
3611,繁缕,产妇有块作痛,繁缕方见上。丈夫阴疮，茎及头溃烂，痛不可忍，久不瘥者。以五月五日繁缕烧焦五分，入新出蚯蚓屎二分，入少水，和研作饼，贴之。干即易。禁酒、面、五辛及热食等物。甚效。（《扁鹊方》）,繁缕、蚯蚓
3612,鸡肠草,止小便利,鸡肠草一斤，于豆豉汁中煮，和米作羹及粥，频食之。（《食医心镜》）。,鸡肠草
3613,鸡肠草,小儿下痢赤白,鸡肠草捣汁一合，和蜜服，甚良。（孟诜《食疗》）。,鸡肠草
3614,鸡肠草,气淋胀痛,鸡肠草三两，石苇（去毛）一两。每用三钱，水一盏，煎服。（《圣济总录》）。风热牙痛，浮肿发歇，元脏气虚，小儿疳蚀∶鸡肠草、旱莲草、细辛等分，为末。每日擦三次。名祛痛散。（《普济方》）。,鸡肠草、细辛
3615,鸡肠草,发背欲死,鸡肠草捣敷之。（《肘后方》）。,鸡肠草
3616,鸡肠草,反花恶疮,鸡肠草研汁拂之。或为末，猪脂调搽，极效。（《医林正宗》）。,鸡肠草
3617,鸡肠草,一切头疮,鸡肠草烧灰，和盐敷之。（孟诜《食疗》）。,鸡肠草
3618,鸡肠草,漆疮瘙痒,鸡肠草捣涂之。（《肘后方》）。,鸡肠草
3619,鸡肠草,射工中人成疮者,以鸡肠草捣涂之，经日即愈。（卢氏方）,鸡肠草
3620,苋,产后下痢，赤白者,用紫苋菜一握切煮汁，入粳米三合，煮粥，食之立瘥也。（《寿亲养老书》）。,苋
3621,苋,小儿紧唇,赤苋，捣汁洗之，良。（《圣惠》）。,苋
3622,苋,漆疮搔痒,苋菜，煎汤洗之。,苋
3623,苋,蜈蚣螫伤,取灰苋叶擦之，即止。（谈野翁方）。,苋
3624,苋,蜂虿螫伤,野苋擦之。,苋
3625,苋,诸蛇螫人,紫苋，捣汁饮一升，以滓涂之。（《集验方》）。射工中人，状如伤寒，寒热，发疮偏在一处，有异于常者。取赤苋合茎、叶捣汁饮一升，日再服之。（《集验方》）。,苋
3626,马齿苋,三十六风结疮,马齿苋一石。水二石，煮取汁，入蜜蜡三两，重煎成膏。涂之。（《食疗》）。,马齿苋、蜜蜡
3627,马齿苋,诸气不调,马齿苋煮粥，食之。（《食医心镜》）。,马齿苋
3628,马齿苋,禳解疫气,六月六日，采马齿苋晒干。元旦煮熟，同盐、醋食之，可解疫疠气。（唐瑶《经验方》）。筋骨疼痛，不拘风湿气、杨梅疮及女人月家病，先用此药止疼，然后调理∶干马齿苋一斤（湿马齿苋二斤），五加皮半斤，苍术四两，舂碎，以水煎汤洗澡。急用葱、姜擂烂，冲热汤三碗，服之。暖处取汗，立时痛止也。（《海上名方》）。,热汤、马齿苋、五加、杨梅
3629,马齿苋,香港脚浮肿,心腹胀满，小便涩少。马齿草和少粳米，酱汁煮食之。（《食医心镜》）。,马齿苋
3630,马齿苋,男女疟疾,马齿苋捣，扎手寸口，男左女右。,马齿苋
3631,马齿苋,产后虚汗,马齿苋（研汁）三合，服。如无，以干者煮汁。（《妇人良方》）。产后血痢，小便不通，脐腹痛∶生马齿苋菜（杵汁）三合，煎沸入蜜一合，和服。（《产宝》）。,马齿苋
3632,马齿苋,小儿血痢,方同上。（《心镜》）。,马齿苋
3633,马齿苋,肛门肿痛,马齿苋叶、三叶酸草等分，煎汤熏洗，一日二次，有效。（《濒湖方》）。,马齿苋
3634,马齿苋,痔疮初起,马齿苋不拘鲜干，煮熟急食之。以汤熏洗。一月内外，其孔闭，即愈矣。（《杨氏经验方》）。赤白带下，不问老、稚、孕妇悉可服∶取马齿苋（捣绞汁）三大合，和鸡子白二枚。先温令热，乃下苋汁，微温顿饮之。不过再作即愈。（崔云亮《海上方》）,马齿苋
3635,马齿苋,小便热淋,马齿苋汁服之。（《圣惠方》）,马齿苋
3636,马齿苋,阴肿痛极,马齿苋，捣敷之，良。（《永类钤方》）,马齿苋
3637,马齿苋,中蛊欲死,马齿苋，捣汁一升饮，并敷之。日四、五次。（《寿域》）,马齿苋
3638,马齿苋,腹中白虫,马齿苋水煮一碗，和盐、醋空腹食之。少顷白虫尽出也。（孟诜《食疗》）紧唇面∶马齿苋煎汤日洗之。（《圣惠方》）目中息肉，淫肤、赤白膜∶马齿苋一大握洗净，和芒硝末少许，绵裹安上。频易之。（《龙木论》）,马齿苋
3639,马齿苋,风齿肿痛,马齿苋一把，嚼汁渍之。即日肿消。（《本事方》）漏耳诸疮，治耳内外恶疮，及头疮、肥疮、疮。,马齿苋
3640,马齿苋,黄马散,用黄柏半两，干马齿苋一两，为末。敷之。（《圣惠》）项上疮《外台》∶用马苋阴干烧研，腊猪脂和，以暖泔洗拭，敷之。《简便》∶治瘰未破。马齿苋同靛花捣掺，日三次。,马齿苋
3641,马齿苋,腋下狐臭,马齿苋杵，以蜜和作团，纸裹泥固半寸浓，日干，烧过研末。每以少许和蜜作饼，先以生布揩之，以药夹胁下，令极痛，久忍，然后以手巾勒两臂。日用一次，以瘥为度。（《千金方》）,马齿苋
3642,马齿苋,小儿火丹,热如火，绕脐即损人。马苋捣涂，日二。（《广利方》）,马齿苋
3643,马齿苋,小儿脐疮，久不瘥者,马齿菜烧研敷之。（《千金》）,马齿苋
3644,马齿苋,豌豆疮,马齿苋，烧研敷之，须臾根逐药出。不出更敷。（《肘后》）,马齿苋
3645,马齿苋,疔疮肿毒,马齿莱二分，锻石三分，为末，鸡子白和，敷之。,马齿苋、锻石
3646,马齿苋,反花恶疮,马齿苋一斤。烧研，猪脂和敷。,马齿苋
3647,马齿苋,圣惠蛀脚疮,干马齿苋研末，蜜调敷上。一宿其虫自出，神效。（《海上方》）,马齿苋
3648,马齿苋,足趾甲疽，肿烂者,屋上马齿苋、昆仑青木香、印成盐，等分和匀，烧存性，入光明朱砂少许，敷之。（《外台秘要》）。,马齿苋
3649,马齿苋,疮久不瘥积年者,马齿苋捣烂封之。取汁煎稠敷亦可。（《千金》）。,马齿苋
3650,马齿苋,马咬人疮，毒入心者,马齿苋煮，并汤食之（《圣惠》）。,马齿苋
3651,马齿苋,射工溪毒,马齿苋，捣汁一升服，以滓敷之，日四、五次良。（崔元亮《海上方》）。,马齿苋
3652,马齿苋,毛虫螫人，赤痛不止,马齿苋捣熟封之，妙。（《灵苑方》）。,马齿苋
3653,马齿苋,蜂虿螫人,方同上。（张文仲方）。,马齿苋
3654,马齿苋,蜈蚣咬伤,马苋汁涂之。（《肘后》）。,马齿苋
3655,马齿苋,小儿白秃,马齿苋，煎膏涂之。或烧灰，猪脂和涂。（《圣惠方》）。,马齿苋
3656,马齿苋,身面瘢痕,马齿苋汤日洗二次。（《圣惠方》）,马齿苋
3657,马齿苋,杂物眯目不出,用东墙上马齿苋，烧灰研细，点少许于头，即出也。（《圣惠方》）。,马齿苋
3658,苦菜,血淋尿血,苦菜一把，酒、水各半，煎服。（《资生经》）。,苦菜
3659,苦菜,血脉不调,苦菜晒干，为末。每服二钱，温酒下。（《卫生易简方》）。,苦菜
3660,苦菜,喉痹肿痛,野苦捣汁半盏，灯心以汤浸，捻汁半盏，和匀服。（《普济方》）。,苦菜
3661,苦菜,对口恶疮,野苦擂汁一钟，入姜汁一匙，和酒服，以渣敷，一、二次即愈。（唐瑶《经验方》）。中沙虱毒，沙虱在水中，人澡浴则着人身，钻入皮里。初得皮上正赤，如小豆、黍、粟，摩之痛如刺，三日后寒热发疮毒，若入骨杀人，岭南多此∶即以茅叶刮去，以苦菜汁涂之，佳。（《肘后方》）。,苦菜、沙虱
3662,苦菜,壶蜂叮螫,苦汁涂之，良。（《摘玄方》）,苦菜
3663,莴苣,乳汁不通,莴苣菜煎酒服。（《海上方》）。,莴苣
3664,莴苣,小便不通,莴苣菜，捣敷脐上即通。（《卫生易简方》）。,莴苣
3665,莴苣,小便尿血,同上方，甚效。（杨氏方）。,莴苣
3666,莴苣,沙虱水毒,莴苣菜捣汁涂之，良。（《肘后方》）。,莴苣
3667,莴苣,蚰蜒入耳,莴苣叶（干者）一分，雄黄一分，为末，糊丸枣核大。蘸生油塞耳中，引出。（《圣惠方》）。,雄黄、莴苣
3668,莴苣,百虫入耳,莴苣捣汁滴入，自出也。（《圣济总录》）。,莴苣
3669,翻白草,崩中下血,用湖鸡腿根一两捣碎，酒二盏，煎一盏服。（《濒湖集简方》）。,翻白草
3670,翻白草,吐血不止,翻白草，每用五七科咀，水二钟，煎一钟，空心服。,翻白草
3671,翻白草,疟疾寒热,翻白草根五七个，煎酒服之。,翻白草
3672,翻白草,无名肿毒,方同上。丁毒初起，不拘已成、未成∶用翻白草十科，酒煎服，出汗即愈。,翻白草
3673,翻白草,浑身疥癞,端午日午时采翻白草，每用一握，煎水洗之。,翻白草
3674,翻白草,疮溃烂,端午日午时采翻白草，洗收。每用一握，煎汤盆盛，围住熏洗，效。（刘松石《保寿堂方》）。,翻白草
3675,蒲公英,乳痈红肿,蒲公英一两，忍冬藤二两。捣烂，水二钟，煎一钟，食前服。睡觉病即去矣。（《积德堂方》）。,蒲公英、忍冬
3676,蒲公英,疳疮疔毒,蒲公英捣烂覆之，即黄花地丁也。别更捣汁，和酒煎服，取汗。（唐氏方）。,蒲公英
3677,蒲公英,多年恶疮,蒲公英捣烂贴。（《救急方》）。,蒲公英
3678,蒲公英,蛇螫肿痛,方同上。,蒲公英
3679,蕺,背疮热肿,蕺菜捣汁涂之，留孔以泄热毒，冷即易之。（《经验方》）。,蕺
3680,蕺,痔疮肿痛,鱼腥草一握，煎汤熏洗，仍以草挹痔即愈。,蕺
3681,蕺,一方,洗后以枯矾入片脑少许，敷之。（《救急方》）。,蕺
3682,蕺,疔疮作痛,鱼腥草捣烂敷之。痛一、二时，不可去草，痛后一、二日即愈。徽人所传方也。（陆氏《积德堂方》）,蕺
3683,蕺,小儿脱肛,鱼腥草擂如泥，先以朴硝水洗过，用芭蕉叶托住药坐之，自入也。（《永类方》）,蕺、朴硝
3684,蕺,虫牙作痛,鱼腥草、花椒、菜子油等分，捣匀，入泥少许，和作小丸如豆大。随牙左右塞耳内，两边轮换，不可一齐用，恐闭耳气。塞一日夜，取看有细虫为效。（《简便方》）,蕺
3685,蕺,断截疟疾,紫蕺一握。捣烂绢包，周身摩擦，得睡有汗即愈。临发前一时作之。（《救急易方》）,蕺
3686,蕺,恶蛇虫伤,鱼腥草、皱面草、槐树叶、草决明，一处杵烂，敷之甚效。（同上）,决明、蕺
