name,description,source
脫肛不收,莨菪子炒研敷之。（《聖惠方》）,莨菪
風牙蟲牙,《瑞竹堂方》∶用天仙子一撮，入小口瓶内燒煙，竹筒引煙，入蟲孔内，熏之即死，永不發。,莨菪
風牙蟲牙,《普濟方》∶用莨菪子入瓶内，以熱湯淋下，口含瓶口，令氣熏之。冷更作，盡三合乃止。有涎津可去，甚效。,莨菪
風牙蟲牙,《備急方》∶用莨菪子數粒納孔中，以蠟封之，亦效。,莨菪
牙齒宣落風痛,莨菪子末，綿裹咬之，有汁勿咽。（《必效方》）,莨菪
乳癰堅硬,新莨菪子半匙。清水一盞，服之。不得嚼破。（《外台秘要》）,莨菪
惡瘡似癩，十年不癒者,莨菪子燒研敷之。（《千金方》）,莨菪
打撲折傷,羊脂調莨菪子末，敷之。（《千金方》）,莨菪
惡犬咬傷,莨菪子七枚，吞之，日三服。（《千金方》）,莨菪
下不止,雲實、女萎各一兩，桂半兩，川烏頭二兩，爲末，蜜丸梧子大。每服五丸，水下，日三服。（《肘後方》）,雲實
半身不遂，失音不語,取蓖麻子油一升，酒一鬭，銅鍋盛油，着酒中一日，煮之令熟。,蓖麻
口目 斜,蓖麻子仁搗膏，左貼右，右貼左，即正。,蓖麻
口目 斜,《婦人良方》∶用蓖麻子仁七七粒，研作 餅，右 安在左手心；左 ，安在右手心，卻以銅盂盛熱水坐藥上，冷即換,蓖麻
口目 斜,五一方∶用蓖麻子仁七七粒，巴豆十九粒，麝香五分，作餅如上用。,蓖麻
風氣頭痛不可忍者,乳香、蓖麻仁等分，搗餅随左右貼太陽穴，解發出氣，甚驗。,蓖麻
風氣頭痛不可忍者,《德生堂 方》∶用蓖麻油紙剪花，貼太陽亦效,蓖麻
風氣頭痛不可忍者,蓖麻仁半兩，棗肉十五枚，搗塗紙上，卷筒插入鼻中，下清涕即止。,蓖麻
八種頭風,蓖麻子、剛子各四十九粒（去殼），雀腦芎一大塊。搗如泥，糊丸彈子大，線穿挂 風處陰乾。用時先將好末茶調成膏子塗盞内，後將炭火燒前藥煙起，以盞覆之。待煙盡，以百沸蔥湯點盞内茶藥服之。後以綿被裹頭卧，汗出避風。（《袖珍方》）,蓖麻
鼻窒不通,蓖麻子仁（去皮）三百粒，大棗（去皮核）十五枚。搗勻，綿裹塞之。一日一易，三十餘日聞香臭也。（《普濟方》）,蓖麻
五種風痫，不問年月遠近,用蓖麻子仁二兩，黃連一兩，用銀石器納水一大碗，文武火煮之。,蓖麻
舌上出血,蓖麻子油紙燃，燒煙熏鼻中，自止。（《摘玄方》）,蓖麻
舌脹塞口,蓖麻仁四十粒，去殼研油塗紙上，作燃燒煙熏之。未退再熏，以癒爲度。有人舌 腫退場門外，一村人用此法而癒。（《經驗良方》）,蓖麻
咽中瘡腫,《杜壬方》∶用蓖麻子仁一枚，朴硝一錢，同研，新汲水服之，連進二、三服效。,蓖麻
水氣脹滿,蓖麻子仁研，水解得三合。清旦一頓服盡，日中當下青黃水也。或雲壯人止可服 五粒。（《外台秘要》）,蓖麻
腳氣作痛,蓖麻子七粒，去殼研爛，同蘇合香丸貼足心，痛即止也。（《外台秘要》）,蓖麻
小便不通,蓖麻仁三粒，研細，入紙撚内，插入莖中即通。（《摘玄方》）,蓖麻
喘咳嗽,蓖麻子去殼炒熟，揀甜者食之。須多服見效。終身不可食炒豆。（《衛生易簡方》）,蓖麻
催生下胞,崔元亮《海上集驗方》∶取蓖麻子七粒，去殼研膏，塗腳心。若胎及衣下，便速 洗去。不爾則子腸出，即以此膏塗頂，則腸自入也。,蓖麻
催生下胞,《肘後方》雲∶産難，取蓖麻子十四枚，每手各把七枚，須臾立下也。,蓖麻
子宮脫下,蓖麻子仁、枯礬等分，爲末，安紙上托入。仍以蓖麻子仁十四枚，研膏塗頂心 即入。（《摘玄》）,蓖麻
盤腸生産,塗頂方同上。,蓖麻
催生下胎，不拘生胎死胎,蓖麻二個，巴豆一個，麝香一分，研貼臍中并足心。又下生胎，一月一粒，溫酒吞下。（《集簡方》,蓖麻
一切毒腫，痛不可忍,蓖麻子仁搗敷，即止也。（《肘後方》）疠風鼻塌，手指攣曲，節間痛不可忍，漸至斷落∶用蓖麻子一兩（去皮），黃連一兩（锉 豆大）。以小瓶子入水一升，同浸。春夏三日，秋冬五日後，取蓖麻子一枚劈破，面東以浸藥水吞之。漸加至四、五枚，微利不妨。瓶中水盡更添。兩月後吃大蒜、豬肉試之，如不發是 ,蓖麻
 小兒丹瘤,蓖麻子五個，去皮研。入面一匙，水調塗之，甚效。（《脩真秘旨》）,蓖麻
瘰 結核,蓖麻子炒去皮，每睡時服二三枚，取效。一生不可吃炒豆。（《阮氏經驗方》）,蓖麻
瘰 惡瘡及軟疖,用白膠香一兩，瓦器溶化，去滓，以蓖麻子六十四個，去殼研膏，溶膠投 之，攪勻，入油半匙頭，柱點水中試軟硬，添減膠油得所，以绯帛量瘡大小攤貼，一膏可治三五疖也 肺風面瘡起白屑,蓖麻
微有赤瘡,用蓖麻子仁四十九粒，白果、膠棗各三粒，瓦松三錢，肥皂 一個，搗爲丸。洗面用之良。（吳 《面上雀斑∶蓖麻子仁、密陀僧、硫黃各一錢，爲末。用羊髓和勻，夜夜敷之。（《摘玄方》）,蓖麻
發黃不黑,蓖麻子仁，香油煎焦，去滓。三日後頻刷之。（《摘玄方》）,蓖麻
耳卒聾閉,蓖麻子一百個（去殼），與大棗十五枚搗爛，入乳小兒乳汁，和丸作铤。每以綿裹一枚塞之，覺耳中熱爲度。一日一易，二十日瘥。（《千金方》）,蓖麻
湯火灼傷,蓖麻子仁、蛤粉等分。研膏。湯傷，以油調；火灼，以水調，塗之。（《古今錄驗》）,蓖麻
針刺入肉,蓖麻子（去殼爛研），先以帛襯傷處，敷之。頻看，若見刺出，即拔去，恐藥緊弩出好肉。或加白梅肉同研尤好。（《衛生易簡方》）,蓖麻
竹木骨哽,蓖麻子仁一兩，凝水石二兩。研勻。每以一撚置舌根，噙咽，自然不見,蓖麻
竹木骨哽,蓖麻油、紅曲等分。研細，沙糖丸皂子大，綿裹含咽，痰出大良。,蓖麻
雞魚骨哽,蓖麻子仁研爛，入百藥煎研，丸彈子大。井花水化下半丸，即下,蓖麻
惡犬咬傷,蓖麻子五十粒（去殼）。以井花研膏。先以鹽水洗、吹痛處，乃貼此膏。（《袖珍方》）,蓖麻
諸風痰飲,藜蘆十分，郁金一分，爲末。每以一字，溫漿水一盞和服，探吐。（《經驗方》）,藜蘆
中風不省，牙關緊急者,藜蘆一兩（去蘆頭），濃煎防風湯浴過，焙乾碎切，炒微褐色，爲末。每服半錢，中風不語，喉中如曳鋸聲，口中涎沫∶取藜蘆一分，天南星一個（去浮皮，于臍上剜一坑，納入陳醋二橡鬭，四面火逼黃色）。研爲末，生面丸小豆大。每服三丸，溫酒下。（《經驗後方》,藜蘆
諸風頭痛,和州藜蘆一莖日乾研末，入麝香少許。吹鼻,藜蘆
諸風頭痛,通頂散∶藜蘆半兩，黃連三分。搐鼻。（《聖惠》）,藜蘆
久瘧痰多不食，欲吐不吐,藜蘆末半錢。溫齑水調下，探吐。（《保命集》）,藜蘆
痰瘧積瘧,藜蘆、皂莢（炙）各一兩，巴豆二十五枚（熬黃）。研末，蜜丸小豆大。每空心服一丸，未發時一丸，臨發時又服一丸。勿用飲食。《肘後,藜蘆
黃膽腫疾,藜蘆灰中炮，爲末。水服半錢匕，小吐，不過數服，效（《百一方》）。,藜蘆
胸中結聚，如駭駭不去者,巴豆半兩（去皮心炒，搗如泥），藜蘆（炙研）一兩，蜜和搗丸麻子大。每吞一，二丸。（《肘後》）,藜蘆
身面黑痣,藜蘆灰五兩。水一大碗淋汁，銅器重湯煮成黑膏，以針微刺破點之，不過三次 ,藜蘆
鼻中息肉,藜蘆三分，雄黃一分。爲末，蜜和點之。每日三上自消，勿點兩畔。（《聖濟方》）,藜蘆
牙齒蟲痛,藜蘆末，内入孔中，勿吞汁，神效。（《千金翼》）,藜蘆
白秃蟲瘡,藜蘆末，豬脂調塗之。（《肘後方》）,藜蘆
頭生虮虱,藜蘆末摻之。（《直指》）,藜蘆
頭風白屑癢甚,藜蘆末，沐頭摻之，緊包二日夜，避風效。（《本事方》）,藜蘆
反花惡瘡，惡肉反出如米,藜蘆末，豬脂和敷，日三五上。（《聖濟錄》）,藜蘆
疥癬蟲瘡,藜蘆末，生油和塗。（《鬭門方》）,藜蘆
羊疽瘡癢,藜蘆二分，附子八分。爲末敷之，蟲自出也。（陶隱居方）,藜蘆
誤吞水蛭,藜蘆炒，爲末。水服一錢，必吐出。（《德生堂方》）,藜蘆
臍風撮口,生川烏尖三個，金赤蜈蚣半條（酒浸炙乾），麝香少許，爲末。以少許吹鼻得嚏，乃以薄荷湯灌一字。（《永類方》）,烏頭
木舌腫脹,川烏尖、巴豆研細，醋調塗刷。（《集簡方》）,烏頭
牙痛難忍,附子尖、天雄尖、全蠍各七個，生研爲末，點之。（《永類方》）,烏頭
奔豚疝氣作痛，或陰囊腫痛,去鈴丸∶用生川烏尖七個，巴豆七枚（去皮油）。爲末，糕糊 丸梧子大，朱砂、麝香爲衣。每服二丸，空心冷酒或冷鹽湯下。三、兩日一服，不可多。（寮方》）,烏頭
割甲成瘡，連年不癒,川烏頭尖、黃柏等分，爲末。洗了貼之，以癒爲度。（《古今錄驗》）,烏頭
老幼口瘡,烏頭尖一個，天南星一個，研末，薑汁和塗足心，男左女右，不過二、三次即癒。,烏頭
男子失精,天雄三兩（炮），白朮八兩，桂枝六兩，龍骨三兩，爲散。每酒服半錢。（張仲景 《金匱要略》）大風惡癩，三月、四月採天雄、烏頭苗及根，去土勿洗，搗汁，漬細粒黑豆，摩去皮不落者，一夜取出，曬乾又浸，如此七次。初吞三枚，漸加至六七枚。禁房室、豬魚、雞、蒜，犯之即死。,天雄
一切惡痢雜下，及休息痢,百歲丸∶用漏籃子一個（大者），阿膠、木香、黃連、罂粟殼各半兩，俱炒焦存性，入乳香少許爲末，糊丸梧子大。每一歲一丸，米飲下。（羅天益《衛生寶鑑》）,漏籃子
中風口 ，半身不遂,牽正散∶用白附子、白僵蠶、全蠍并等分，生研爲末。每服二錢，熱酒調下。（《楊氏家藏方》）,白附子
風痰眩暈，頭痛氣郁，胸膈不利,白附子（炮去皮臍）半斤，石膏（ 紅）半斤，朱砂二兩二錢 ,白附子
 偏正頭風,白附子、白芷、豬牙皂角（去皮）等分，爲末。每服二錢，食後茶清調下。,白附子
右痛右 痰厥頭痛,白附子、天南星、半夏等分，生研爲末，生薑自然汁浸，蒸餅丸綠豆大。每服四十丸，食後薑湯下。（《濟生方》）,白附子
赤白汗斑,白附子、硫黃等分，爲末，薑汁調稀，茄蒂蘸擦，日數次。（《簡便方》）,白附子
面上 ,白附子爲末，卧時漿水洗面，以白蜜和塗紙上，貼之。久久自落。（《衛生易簡 耳出膿水∶白附子（炮）、羌活各一兩，爲末。豬羊腎各一個，每個入末半錢，濕紙包煨熟,白附子
喉痹腫痛,白附子末、枯礬等分，研末，塗舌上，有涎吐出。（《聖惠方》）,白附子
偏墜疝氣,白附子一個，爲末，津調填臍上，以艾灸三壯或五壯，即癒。（楊起《簡便方》）,白附子
慢脾驚風,白附子半兩，天南星半兩，黑附子一錢，并炮去皮，爲末。每服二錢，生薑五片 陳侍,白附子
中風口噤目瞑，無門下藥者,開關散∶用天南星爲末，入白龍腦等分，五月五日午時合之,虎掌
每用中指點末，揩齒諸風口噤,天南星（炮锉）大人三錢、小兒三字，生薑五片，蘇葉一錢，水煎減半，入雄豬膽汁少許，溫服。（《仁齋直指方》）,虎掌
每用中指點末，揩齒諸風口噤,用生南星，同薑汁擦之，自開,虎掌
小兒驚風,墜涎散∶用天南星（一兩重）一個，（換酒浸七伏時，取出安新瓦上，周回炭火炙裂，合濕地出火毒，爲末），入朱砂一分。每服半錢，荊芥湯調下。每日空心一服，午時一服。（《經驗方》）,虎掌
吐瀉慢驚,天王散∶治小兒吐瀉，或誤服冷藥,虎掌
脾虛生風痰慢驚,天南星（一個）重八九錢者，去臍。黃土坑深三寸，炭火五斤， 赤，入好酒半盞。安南星在内，仍架炭三條在上，候發裂取锉，再炒熟爲末，用五錢。天麻（煨熟研末）一錢，麝香一字，和勻。三歲小兒用半錢，以生薑、防風煎湯調下。亦治久嗽惡心。（錢乙小兒方）,虎掌
風痫痰迷,墜痰丸∶用天南星九蒸九曬，爲末，薑汁面糊丸梧子大。,虎掌
小兒痫喑，痫後喑不能言,以天南星濕紙包煨，爲末。雄豬膽汁調服二字。（《全幼心鑑》）,虎掌
治痫利痰,天南星（煨香）一兩，朱砂一錢，爲末，豬心血丸梧子大。每防風湯化下一丸。（《普濟方》）,虎掌
口眼 斜,天南星生研末，自然薑汁調之，左貼右，右貼左。（《仁存方》）,虎掌
角弓反張,南星、半夏等分，爲末。薑汁、竹瀝灌下一錢。仍灸印堂。（《摘玄方》）,虎掌
破傷中風,胡氏奪命散，又名玉真散∶治打撲金刃傷，及破傷風傷濕，發病強直如痫狀者∶天南星、防風等分，爲末。水調敷瘡，出水爲妙。仍以溫酒調服一錢。已死心尚溫者，熱童便調灌二錢。鬭毆内傷墜壓者，酒和童便連灌三服，即蘇。亦可煎服。（《三因方》）,虎掌
破傷風瘡,生南星末，水調塗瘡四圍，水出有效。（《普濟方》）,虎掌
婦人頭風，攻目作痛,天南星一個，掘地坑燒赤，安藥于中，以醋一盞沃之，蓋定勿令透氣，候冷研末。每服一字，以酒調下。重者半錢。（《經驗方》）,虎掌
風痰頭痛，不可忍,天南星一兩，荊芥葉一兩，爲末，薑汁糊丸梧子大。每食後薑湯下二十 丸,虎掌
風痰頭痛，不可忍,又上清丸∶用天南星、茴香等分，生研末，鹽醋煮面糊丸。如上法服。（并出《經效濟世方》）,虎掌
風痰頭暈目眩，吐逆煩懑，飲食不下,玉壺丸∶用生南星、生半夏各一兩，天麻半兩，白面三兩。爲末，水丸梧子大。每服三十丸，以水先煎沸，入藥煮五七沸，漉出放溫，以薑湯吞之。（《惠民和劑局方》）,虎掌
毒壅滞，涼心壓驚,抱龍丸∶用牛膽南星一兩，入金錢薄荷十片，丹砂一錢半，龍腦、麝香各一字，研末，煉蜜丸芡子大。每服一丸，竹葉湯化下。（《全幼心鑑》）,虎掌
壯人風痰及中風，中氣初起,星香飲∶用南星四錢，木香一錢。水二盞，生薑十四片，煎六分，溫服。（王碩《易簡方》）,虎掌
痰迷心竅,天南星一 斤（先掘土坑一尺，以炭火三十斤燒赤，入酒五升，滲乾。乃安南星在内，盆覆定，以灰塞之，勿令走氣。次日取出爲末）。琥珀一兩，朱砂二兩，爲末。生薑汁打面糊丸梧子大。每服三十丸至五十丸，煎人參、石菖蒲湯下。一日三服。（《和劑局方》）,虎掌
風痰注痛,方見羊踯躅下。,虎掌
痰濕臂痛，右邊者,南星制、蒼朮等分，生薑三片，水煎服之。（《摘玄方》）,虎掌
風痰咳嗽,大天南星一枚，炮裂研末。每服一錢，水一盞，薑三片，煎五分，溫服。每日早、午、晚各一服。（《十全博救》）,虎掌
氣痰咳嗽,玉粉丸∶南星曲、半夏曲、陳橘皮各一兩，爲末，自然薑汁打糊丸如梧子大。,虎掌
清氣化痰,生南星（去皮）、半夏各五兩（并湯泡七次，爲末，自然薑汁和作餅，鋪竹篩内，以楮葉包覆，待生黃成曲，曬乾）。每用二兩，入香附末一兩，糊丸梧子大。每服四十丸，食後薑湯下。（王 《百一選方》）,虎掌
溫中散滞，消導飲食,天南星（炮）、高良薑（炮）各一兩，砂仁二錢半，爲末，薑汁糊丸梧子大。每薑湯下五十丸。（《和劑方》）,虎掌
酒積酒毒，服此即解,天南星丸∶用正端天南星一斤。土坑燒赤，沃酒一鬭入坑，放南星，盆覆，泥固濟，一夜取出，酒和水洗淨，切片，焙乾爲末，入朱砂末一兩，薑汁面糊丸梧子大。每服五十丸，薑湯下。蔡丞相、呂丞相嘗用有驗。（《楊氏家藏方》）,虎掌
吐洩不止,天南星爲末，每服三錢，京棗三枚，水二鍾，煎八分，溫服。未省再服。,虎掌
吐洩不止,又方∶醋調南星末，貼足心。（《普濟方》）,虎掌
腸風瀉血，諸藥不效,天南星（鍛石炒焦黃色），爲末，酒糊丸梧子大。每酒下二十丸。,虎掌
初生貼囟,頭熱鼻塞者。天南星炮爲末，水調貼囟上，炙手熨之。（危氏《得效方》）,虎掌
小兒解顱，囟開不合，鼻塞不通,天南星炮去皮，爲末，淡醋調绯帛上，貼囟門，炙手頻熨之，立效。（錢乙《小兒直訣》）,虎掌
解頤脫臼，不能收上,用南星末，薑汁調塗兩頰，一夜即上。（《醫說》）,虎掌
風蟲牙痛,南星末塞孔，以霜梅 住，去涎。（《摘玄方》）,虎掌
喉風喉痹,天南星一個，剜心，入白僵蠶七枚，紙包煨熟，研末,虎掌
喉風喉痹,南星膏∶治人皮肌頭面上生瘤及結核，大者如拳，小者如栗，或軟或硬，不疼不癢，宜用此藥，不可輒用針灸,虎掌
喉風喉痹,生天南星大者一枚，研爛，滴好醋五七點。如無生者，以乾者爲末，醋調。先用針刺令氣透，乃貼之。覺癢則頻貼，取效。（嚴子禮《濟生方》）,虎掌
身面疣子,醋調南星末塗之。（《簡易方》）,虎掌
壯脾順氣,用大半夏，湯洗七次，焙乾再洗，如此七轉，以濃米泔浸 一日夜。每一兩用白礬一兩半，溫水化，浸五日。焙乾，以鉛白霜一錢，溫水化，又浸七日。,半夏
降氣利咽,辰砂半夏丸∶用半夏一斤（湯泡七次，爲末篩過，以水浸三日，生絹 濾去滓，澄清去水，曬乾）一兩，入辰砂一錢，薑汁打糊丸梧子大。每薑湯下七十丸。此周府方也。（《袖珍》）,半夏
化痰利氣,三仙丸，方見虎掌下。,半夏
消痰開胃，去胸膈壅滞,《鬭門方》∶用半夏洗淨，焙乾爲末，自然薑汁和作餅，濕紙裹煨香。,半夏
老人風痰,半夏（泡七次，焙）、硝石各半兩，爲末，入白面一兩搗勻，水和丸綠豆大。每薑湯下五十丸。（《普濟膈壅風痰∶半夏不計多少，酸漿浸一宿，溫湯洗五、七遍，去惡氣，日乾爲末，漿水搜作餅，日乾再研爲末。每五兩，入生龍腦一錢，以漿水濃腳和丸雞頭子大。紗袋盛，通風處陰乾。每服一丸，好茶或薄荷湯嚼下。（《禦藥院方》）,半夏
搜風化痰，定誌安神，利頭目,辰砂化痰丸∶用半夏曲三兩，天南星（炮）一兩，辰砂、枯礬各半兩，爲末，薑汁打糊丸梧子大。每服三十丸，食後薑湯送下。（《和劑局方》）,半夏
痰厥中風,省風湯∶用半夏（湯泡）八兩，甘草（炙）二兩，防風四兩。每服半兩，薑二十片，水二盞，煎服。（《奇效方》）,半夏
風痰濕痰,青壺丸∶半夏一斤，天南星半兩，各湯泡，曬乾爲末，薑汁和作餅，焙乾，入神曲半兩，白朮（末）四兩，枳實（末）二兩，薑汁面糊丸梧子大。每服五十丸，薑湯下。,半夏
風痰喘逆，兀兀欲吐，眩暈欲倒,半夏一兩，雄黃三錢，爲末，薑汁浸，蒸餅丸梧子大。,半夏
風痰喘急,千缗湯∶用半夏（湯洗）七個，甘草（炙）、皂莢（炒）各一寸，薑二片，水一盞，煎七分，溫服。（《蘇沈良方》）,半夏
上焦熱痰咳嗽,制過半夏一兩，片黃芩（末）二錢，薑汁打糊丸綠豆大。每服七十丸，淡薑湯食後服。此周憲王親制方也。（《袖珍方》）,半夏
肺熱痰嗽,制半夏、栝蔞仁各一兩，爲末，薑汁打糊丸梧子大。每服二、三十丸，白湯下。或以栝蔞瓤煮熟丸。（《濟生方》）,半夏
小兒痰熱，咳嗽驚悸,半夏、南星等分。爲末，牛膽汁和，入膽内，懸風處待乾，蒸餅丸綠豆大。每薑湯下三、五丸。（《摘玄方》）,半夏
濕痰心痛，喘急者,半夏油炒爲末，粥糊丸綠豆大。每服二十丸，薑湯下。（《丹溪心法》）,半夏
急傷寒病,半夏四錢，生薑七片，酒一盞，煎服。（胡洽居士《百病方》）,半夏
哕逆欲死,半夏生薑湯主之，即上方也。,半夏
痘瘡哕氣,半夏生薑湯主之，即上方也。,半夏
嘔哕眩悸，谷不得下,小半夏加茯苓湯∶半夏一升，生薑半斤，茯苓三兩，切，以水七升，煎一升半，分溫服之。（《金匱要略》）,半夏
目不得眠,見發明下。,半夏
心下悸忪,半夏麻黃丸∶半夏、麻黃等分，爲末，蜜丸小豆大。每服三十丸，日三。（《金匱要略》）,半夏
嘔逆厥逆，内有寒痰,半夏一升（洗滑焙研），小麥面一升，水和作彈丸，水煮熟。初吞四、五枚，日三服。稍增至十五枚，旋煮旋吞。覺病減，再作。忌羊肉、饧糖。此乃許仁則方也。（《外台秘要》）,半夏
嘔吐反胃,大半夏湯∶半夏三升，人參三兩，白蜜一升，水一鬭二升和，揚之一百二十遍。煮取三升半，溫服一升，日再服。亦治膈間支飲。（《金匱要略》）,半夏
胃寒哕逆，停痰留飲,藿香半夏湯∶用半夏（湯泡，炒黃）二兩，藿香葉一兩，丁香皮半兩。每服四錢，水一盞，薑七片，煎服。（《和劑局方》）,半夏
小兒吐瀉，脾胃虛寒,齊州半夏（泡七次）、陳粟米各一錢半，薑十片。水盞半，煎八分，溫服。（錢乙《小兒》）,半夏
妊娠嘔吐,半夏二兩，人參、乾薑各一兩，爲末，薑汁面糊丸梧子大。每飲服十丸，日三服。（仲景《金匱要略》）,半夏
霍亂腹脹,半夏、桂等分，爲末。水服方寸匕。（《肘後方》）,半夏
小兒腹脹,半夏末少許，酒和丸粟米大。每服二丸，薑湯下。不瘥，加之。或以火炮研末，薑汁調貼臍，亦佳。（《子母秘錄》）,半夏
黃膽喘滿，小便自利，不可除熱,半夏、生薑各半斤，水七升，煮一升五合，分再服。,半夏
伏暑引飲，脾胃不利,消暑丸∶用半夏（醋煮）一斤，茯苓半斤，生甘草半斤，爲末，薑汁面糊丸梧子大。每服五十丸，熱湯下。（《和劑局方》）,半夏
老人虛秘冷秘，及 癖冷氣,半硫丸∶半夏（泡炒）、生硫黃等分，爲末，自然薑汁煮糊丸如梧子大。每空心溫酒下五十丸。（《和劑局方》）,半夏
白濁夢遺,半夏一兩，洗十次，切破，以木豬苓二兩，同炒黃，出火毒，去豬苓，入過牡蠣一兩，以山藥糊丸梧子大。每服三十丸，茯苓湯送下。腎氣閉而一身精氣無所管攝，妄行而遺者，宜用此方。蓋半夏有利性，豬苓導水，使腎氣通也。與下元虛憊者不同。（許學士《本事方》）,半夏
八般頭風，三次見效,半夏末，入百草霜少許，作紙撚燒煙，就鼻内搐之。口中含水，有涎，吐去再含。（《衛生寶鑑》）,半夏
喉痹腫塞,生半夏末搐鼻内，涎出效。（骨哽在咽∶半夏、白芷等分，爲末。水服方寸匕，當嘔出。忌羊肉。（《外台秘要》）,半夏
重舌木舌，脹大塞口,半夏煎醋，含漱之,半夏
重舌木舌，脹大塞口,半夏二十枚，水煮過，再泡片時，乘熱以 小兒囟陷，乃冷也∶水調半夏末，塗足心。,半夏
面上黑氣,半夏焙研，米醋調敷。不可見風，不計遍數，從早至晚，如此三日，皂角湯洗下，面瑩如玉也。（《摘玄方》）,半夏
癩風眉落,生半夏、羊屎（燒焦）等分。爲末。自然薑汁日調塗。（《聖濟錄》）,半夏
産後暈絕,半夏末，冷水和丸大豆大，納鼻中即癒。此扁鵲法也。（《肘後方》）,半夏
小兒驚風,生半夏一錢，皂角半錢，爲末。吹少許入鼻，名嚏驚散，即蘇。（《直指方》）,半夏
卒死不寤,半夏末吹鼻中，即活。南岳夫人紫靈魏元君方也。,半夏
癰疽發背及乳瘡,半夏末，雞子白調，塗之。（《肘後方》）,半夏
吹奶腫痛,半夏一個，煨研酒服，立癒,半夏
吹奶腫痛,以末，随左右搐鼻效。（劉長春《經驗方》）,半夏
打撲瘀痕,水調半夏末塗之，一宿即沒也。（《永類鈐方》）,半夏
遠行足趼,水調半夏末塗之，一宿即沒也。（《集簡方》）,半夏
金刃不出，入骨脈中者,半夏、白蔹等分，爲末。酒服方寸匕，日三服。至二十日自出。,半夏
蠍虿螫人,半夏末，水調塗之，立止。（錢相公《箧中方》）,半夏
蠍 五孔相通者,半夏末，水調塗之，日二。（《聖惠方》）,半夏
咽喉骨哽,半夏、白芷等分，爲末。水服方寸匕，當嘔出。忌羊肉。（《外台秘要》）,半夏
小兒胎風，手足搐搦,用蚤休（即紫河車）爲末。,蚤休
慢驚發搐，帶有陽證者,白甘遂末（即蚤休）一錢，栝蔞根末二錢，同于慢火上炒焦黃，研勻。每服一字，煎麝香薄荷湯調下。（錢乙《小兒》方）,蚤休
中鼠莽毒,金線重樓根，磨水服，即癒。（《集簡方》）,蚤休
咽喉谷賊腫痛,用重台（赤色者）、川大黃（炒）、木鱉子仁、馬牙硝各半兩，半夏（泡）,蚤休
射工中人，寒熱發瘡,鬼臼葉一把，苦酒漬，搗取汁。服一升，日二次。（《千金方》）,鬼臼
咽喉腫痛,射乾花根、山豆根、陰乾爲末，吹之如神。（《袖珍方》）,射乾
傷寒咽閉腫痛,用生射乾、豬脂各四兩，合煎令微焦，去滓，每噙棗許取瘥。（龐安常《傷寒論》）,射乾
喉痹不通，漿水不入,《外台秘要》∶用射乾一片，含咽汁良。,射乾
喉痹不通，漿水不入,《醫方大成》∶用扁竹新根擂汁咽之，大腑動即解。或醋研汁噙，引涎出亦妙。,射乾
喉痹不通，漿水不入,《便民方》∶用紫蝴蝶根一錢，黃芩、生甘草、桔梗各五分，爲末，水調頓服，立癒。名奪命散。,射乾
二便不通，諸藥不效,紫花扁竹根，生水邊者佳，研汁一盞服，即通。（《普濟》,射乾
水蠱腹大，動搖水聲，皮膚黑,用鬼扇根搗汁，服一杯，水即下。（《肘後方》）,射乾
陰疝腫刺，發時腫痛如刺,用生射乾搗汁與服取利。亦可丸服。（《肘後方》）,射乾
乳癰初腫,扁竹根如僵蠶者，同萱草根爲末，蜜調敷之，神效。（《永類方》）,射乾
飛屍遊蠱着喉中，氣欲絕者,鸢尾根削去皮，納喉中，摩病處，令血出爲佳。（陳藏器《本草拾遺》）,鸢尾
鬼魅邪氣,四物鸢頭散∶東海鸢頭、黃牙（即金牙）、莨菪子、防葵各一分，爲末。酒服方寸 《短劇方》）,鸢尾
乳癰初起,内消花（即玉簪花），取根擂酒服，以渣敷之。（《海上方》）,玉簪
婦人斷産,白鶴仙根、白鳳仙子各一錢半，紫葳二錢半，辰砂二錢，搗末，蜜和丸梧子大。産内三十日，以酒半盞服之。不可着牙齒，能損牙齒也。（《摘玄方》）,玉簪
解斑蝥毒,玉簪根擂水服之，即解。（趙真人《濟急方》）,玉簪
下魚骨哽,玉簪花根、山裏紅果根，同搗自然汁，以竹筒灌入咽中，其骨自下。不可着牙齒。（刮骨取牙∶玉簪根（乾者）一錢，白砒三分，白 七分，蓬砂二分，威靈仙三分，草烏頭一分半，爲末。以少許點疼處，即自落也。（餘居士《選奇方》）,玉簪
産難催生,鳳仙子二錢，研末。水服，勿近牙。外以蓖麻子，随年數搗塗足心。（《集簡方》）,鳳仙
噎食不下,鳳仙花子酒浸三宿，曬乾爲末，酒丸綠豆大。每服八粒，溫酒下。不可多用，即急性子也。（《摘玄方》）,鳳仙
咽中骨哽，欲死者,白鳳仙子研水一大呷，以竹筒灌入咽，其物即軟。不可近牙。或爲末吹之。（《普濟方》）,鳳仙
牙齒欲取,金鳳花子研末，入砒少許，點疼牙根，取之。（《摘玄方》）,鳳仙
小兒痞積,急性子、水荭花子、大黃各一兩，俱生研末。每味取五錢，外用皮硝一兩拌勻。將白鹁鴿一個，或白鴨亦可，去毛屎，剖腹，勿犯水，以布拭淨，將末裝入内，用綿紮定，沙鍋内入水三碗，重重紙封，以小火煮乾，將鴿鴨翻調焙黃色，冷定。早辰食之，日西時疾軟，三日大便下血，病去矣。忌冷物百日。（孫天仁《集效方》）,鳳仙
